Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

Cód.	Cod. Gr. Hom.	Designação	DCI	Forma Farmac.	Gen.	Desc. Grupo Homogéneo	Laboratório	Posologia	PVP	Titular AIM	Classificação
5517487	GH0071	ENALAPRIL KRKA COMP 5 MG X 60	Enalapril	Comprimido	SIM	Enalapril | A101 | Oral | 5 mg | [21-60] unidades	 	Adultos – HTA: 5-20 mg/dia; Insuf. Cardíaca: iniciar com 2,5 mg/dia, com 	3,85	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5301841	GH0183	FLUCONAZOL KRKA CAPS 150 MG X 1	Fluconazol	Cápsula	SIM	Fluconazol | A101 | Oral | 150 mg | [1] unidade	 	Adultos e idosos:  Tratamento da meningite criptocócica: 	2,76	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5301932	GH0277	FLUCONAZOL KRKA CAPS 200 MG X 14	Fluconazol	Cápsula	SIM	Fluconazol | A101 | Oral | 200 mg | [8-14] unidades	 	Adultos e idosos: Tratamento da meningite criptocócica: 	46,22	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5217849	GH0675	IRBESARTAN KRKA COMP REV 300 MG X 28	Irbesartan	Comprimido revestido por película	SIM	Irbesartan | A101 | Oral | 300 mg | [21-60] unidades	 	Adultos: dose inicial de 150 mg 1 x/dia (idosos >75 anos e doentes 	9,73	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5039607	GH0430	LANSOPRAZOL KRKA CAPS GR 15 MG X 56	Lansoprazol	Cápsula gastrorresistente	SIM	Lansoprazol | A103 | Oral | 15 mg | [21-60] unidades	 	Adultos: 15-30 mg/dia, tomados em jejum e 1 h antes da 1º refeição. A 	7,93	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5295738	GH0731	LOSARTAN HTZ KRKA COMP REV 100+12,5 MG X 28	Losartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 12.5 mg | [21-60] unidades	 	1 comprimido, de 24/24h.Via oral. Pode ser admin. com ou sem alimentos. Deve 	7,68	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5148408	GH0676	LOSARTAN HTZ KRKA COMP REV 100+25 MG X 28	Losartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 25 mg | [21-60] unidades	 	Adulto e idoso - 1 comp., de 24/24h. IR - Grave: não utilizar. IH - Grave: 	5,23	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5089552	GH0520	LOSARTAN KRKA COMP REV 100 MG X 56	Losartan	Comprimido revestido por película	SIM	Losartan | A101 | Oral | 100 mg | [21-60] unidades	 	Adultos – HTA: dose inicial e de manutenção de 50 mg 1 x/dia, se 	11,63	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5280169	GH0810	QUETIAPINA KVENTIAX COMP REV 200 MG X 60	Quetiapina	Comprimido revestido por película	SIM	Quetiapina | A101 | Oral | 200 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	23,02	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5337068	GH0292	RAMIPRIL KRKA COMP 1,25 MG X 60	Ramipril	Comprimido	SIM	Ramipril | A101 | Oral | 1.25 mg | [21-60] unidades	 	Adulto: Doente tratado com diurético; doente com forte ativação do sistema 	5,06	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5337332	GH0298	RAMIPRIL KRKA COMP 10 MG X 60	Ramipril	Comprimido	SIM	Ramipril | A101 | Oral | 10 mg | [21-60] unidades	 	Adulto: Doente tratado com diurético; doente com forte ativação do sistema 	12,55	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5337159	GH0294	RAMIPRIL KRKA COMP 2,5 MG X 60	Ramipril	Comprimido	SIM	Ramipril | A101 | Oral | 2.5 mg | [21-60] unidades	 	Adulto: Doente tratado com diurético; doente com forte ativação do sistema 	5,71	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5337241	GH0296	RAMIPRIL KRKA COMP 5 MG X 60	Ramipril	Comprimido	SIM	Ramipril | A101 | Oral | 5 mg | [21-60] unidades	 	Adulto: Doente tratado com diurético; doente com forte ativação do sistema 	5,04	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5026117	GH0659	RISPERIDONA KRKA COMP OD 1 MG X 60	Risperidona	Comprimido orodispersível	SIM	Risperidona | A106 | Oral | 1 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 2 mg; dia 2: aumentar até 4 mg; a partir de então 	9,67	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5002803	GH0461	RISPERIDONA KRKA COMP REV 1 MG X 60	Risperidona	Comprimido revestido por película	SIM	Risperidona | A101 | Oral | 1 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 2 mg; dia 2: aumentar até 4 mg; a partir de então 	9,70	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5002829	GH0463	RISPERIDONA KRKA COMP REV 2 MG X 60	Risperidona	Comprimido revestido por película	SIM	Risperidona | A101 | Oral | 2 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 2 mg; dia 2: aumentar até 4 mg; a partir de então 	12,59	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5368741	GH0303	SERTRALINA KRKA COMP REV 50 MG X 60	Sertralina	Comprimido revestido por película	SIM	Sertralina | A101 | Oral | 50 mg | [21-60] unidades	 	Adulto: Depressão e POC - iniciar com 50 mg/dia. Pânico, PTSD e Ansiedade Social 	4,78	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5368469	GH0306	SERTRALINA KRKA COMP REV 100 MG X 60	Sertralina	Comprimido revestido por película	SIM	Sertralina | A101 | Oral | 100 mg | [21-60] unidades	 	Adulto: Depressão e POC - iniciar com 50 mg/dia. Pânico, PTSD e Ansiedade Social 	8,85	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5379912	GH0000	METFORMINA LABESFAL COMP REV 1000 MG X 60	Metformina	Comprimido revestido por película	SIM	Não atribuido	 	 	3,04	TOWA Pharmaceutical	Éticos

7379511	GH0000	NOVALAC HA CONFOR LEITE LACTENTE HA 400 G	 	 	NÃO	Não atribuido	 	 	10,95	LABORATORIOS VITORIA, SA	NETT

5450457	GH0000	ESMYA 5 MG COMP X 28 	Ulipristal	Comprimido	NÃO	Não atribuido	 	 	143,92	Gedeon Richter, Plc.	Éticos

6855734	GH0000	HYSEKE GEL LIMP 150 ML	 	 	NÃO	Não atribuido	 	 	14,30	LABORATOIRES BAILLEUL PORTUGAL	NETT

5279369	GH0000	DIADROP 5 MG + 5 MG PAST X 20	Cloro-hexidina + Benzocaína	Pastilha	NÃO	Não atribuido	Omega-Pharma Portuguesa, Lda	 	5,95	Bial	NETT

4459186	GH0000	ENTOCORT CAPS LM 3 MG X 20	Budesonida	Cápsula gastrorresistente	NÃO	Não atribuido	 	Adultos: na doença activa, ligeira a moderada é de 9 mg em toma única de 	21,88	Tillotts Pharma GmbH	Éticos
6890517	GH0000	PRE BUTIX GEL ROLL ON 25% 40 ML	 	 	NÃO	Não atribuido	Pierre Fabre, Lda	 	8,45	Pierre Fabre	NETT

6205799	GH0000	TASECTAN  CAPS 500 MG X 15	 	 	NÃO	Não atribuido	D.L.A.FARMACEUTICA,SA	 	8,95	Azevedos	NETT

1001347	GH0000	ESSENCIA EUCALIPTO 250 ML	 	 	NÃO	Não atribuido	 	 	19,95	ABBOTT LABORATORIOS, LDA	Éticos

5445770	GH0856	IRBESARTAN HTZ FARMOZ COMP 150+12.5 MG X 28	Irbesartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Irbesartan + Hidroclorotiazida | A101 | Oral | 150 mg + 12.5 mg | [21-60] unidades	 	1 comprimido, de 24/24h.Via oral. Admin. de 24/24h, com ou sem alimentos. 	5,27	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5434923	GH0788	ATORVASTATINA MYLAN COMP REV 40 MG  X 28	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 40 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Adultos e idosos - Dose inicial: 10 mg/dia. Dose máx: 80 mg/dia.  Ajuste 	6,58	Mylan, Lda.	Éticos
5370127	GH0921	ARANKELLE COMP REV 3 MG + 0.02 MG X 21	Drospirenona + Etinilestradiol	Comprimido revestido por película	SIM	Drospirenona + Etinilestradiol | A101 | Oral | 3 mg + 0.02 mg | 1 CICLO [21-28] 	 	 	4,91	Gedeon Richter, Plc.	Éticos

5402359	GH0000	AXANUM CÁPS 81+20 MG X 10	Ácido acetilsalicílico + Esomeprazol	Cápsula	NÃO	Não atribuido	 	 	6,33	AstraZeneca Produtos Farmacêuticos, Lda.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

5402367	GH0000	AXANUM CÁPS 81+20 MG X 30	Ácido acetilsalicílico + Esomeprazol	Cápsula	NÃO	Não atribuido	 	 	13,14	AstraZeneca Produtos Farmacêuticos, Lda.	Éticos

5451125	GH0000	IB-U-RON 20 MG/ML SUSP OR FRASCO 200 ML	Ibuprofeno	Suspensão oral	NÃO	Não atribuido	Bene Farmacêutica	 	5,15	Bene Farmacêutica, Lda.	Éticos

6213058	GH0000	COREGA S/SABOR CR FIXATIVO 70 GR	 	 	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	 	14,65	Haleon	NETT

6181388	GH0000	PIC. 39106000000 AIR PROJET AEROSS ULTRASS	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	99,95	Pikdare	NETT

6133058	GH0000	PIC. 35300100000 AIRFAMILY AEROSSOL PISTAO	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	0,00	Pikdare	NETT

1001354	GH0000	CONTROL LATEX FREE X 5	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	13,95	ABBOTT LABORATORIOS, LDA	Éticos

5431705	GH0000	DORMIDINA 12.5 MG COMP REV X 14 	Doxilamina	Comprimido revestido por película	NÃO	Não atribuido	Omega-Pharma Portuguesa, Lda	Adulto e idoso - 1-2 comp., 30 min. antes do deitar. Não admin. por mais de 7 dias 	9,75	Esteve Phamaceuticals - Laboratório Farmacêutico, Lda.	Éticos
5431713	GH0000	DORMIDINA 25 MG COMP REV X 14	Doxilamina	Comprimido revestido por película	NÃO	Não atribuido	Omega-Pharma Portuguesa, Lda	Adulto e idoso - 1 comp., 30 min. antes do deitar. Não admin. por mais de 7 dias 	12,45	Esteve Phamaceuticals - Laboratório Farmacêutico, Lda.	Éticos
5440664	GH0911	TELMISARTAN FARMOZ 80 MG COMP X 28	Telmisartan	Comprimido	SIM	Telmisartan | A101 | Oral | 80 mg | [21-60] unidades	 	Adulto: Hipertensão - 40 mg, de 24/24h (dose geralmente eficaz); alguns doentes 	6,62	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5440656	GH0910	TELMISARTAN FARMOZ 40 MG COMP X 28	Telmisartan	Comprimido	SIM	Telmisartan | A101 | Oral | 40 mg | [21-60] unidades	 	Adulto: Hipertensão - 40 mg, de 24/24h (dose geralmente eficaz); alguns doentes 	5,57	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
7989954	GH0000	MAM.1136000020 FAIXA POS PARTO M	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	24,95	ARTSANA           	NETT

7990069	GH0000	CH.1137000300 CUECA MONO POS PARTO T36 X 4	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	10,95	ARTSANA           	NETT

4049789	GH0998	ZOMIG RAPIMELT COMP ORODISP 2,5 MG X 6	Zolmitriptano	Comprimido orodispersível	NÃO	Zolmitriptano | A106 | Oral | 2.5 mg | [1-6] unidades	 	Adultos: 2,5mg ou 5 mg por crise de enxaqueca, se ocorrer reincidência dos 	14,10	Grünenthal, S.A.	Éticos
4460283	GH0999	ZOMIG RAPIMELT COMP ORODISP 5 MG X 6	Zolmitriptano	Comprimido orodispersível	NÃO	Zolmitriptano | A106 | Oral | 5 mg | [1-6] unidades	 	Adultos: 2,5 a 5 mg por crise de enxaqueca, se ocorrer reincidência dos 	25,84	Grünenthal, S.A.	Éticos
4050589	GH1000	ZOMIG COMP REV 2,5 MG X 6	Zolmitriptano	Comprimido revestido por película	NÃO	Zolmitriptano | A101 | Oral | 2.5 mg | [1-6] unidades	 	Adultos: 2,5 a 5 mg por crise de enxaqueca, se ocorrer reincidência dos 	14,10	Grünenthal, S.A.	Éticos
5369848	GH0000	CANDESARTAN HTZ KRKA COMP 16+12,5 MG X 14	Candesartan + Hidroclorotiazida	Comprimido	SIM	Não atribuido	 	Adulto e idoso - 1 comp., de 24/24h. Doente com depleção volume/risco de 	3,85	KRKA d.d., Novo mesto	Éticos
5369855	GH0876	CANDESARTAN HTZ KRKA COMP 16/ 12,5 MG X 28	Candesartan + Hidroclorotiazida	Comprimido	SIM	Candesartan + Hidroclorotiazida | A101 | Oral | 16 mg + 12.5 mg | [21-60] unidades	 	Adulto e idoso - 1 comp., de 24/24h. Doente com depleção volume/risco de 	6,48	KRKA d.d., Novo mesto	Éticos
5370002	GH0000	CANDESARTAN HTZ KRKA COMP 32+25 MG X 14	Candesartan + Hidroclorotiazida	Comprimido	SIM	Não atribuido	 	Adulto e idoso - 1 comp., de 24/24h. Doente com depleção volume/risco de 	8,59	KRKA d.d., Novo mesto	Éticos
5370028	GH0878	CANDESARTAN HTZ KRKA COMP 32+25 MG X 56	Candesartan + Hidroclorotiazida	Comprimido	SIM	Candesartan + Hidroclorotiazida | A101 | Oral | 32 mg + 25 mg | [21-60] unidades	 	Adulto e idoso - 1 comp., de 24/24h. Doente com depleção volume/risco de 	19,20	KRKA d.d., Novo mesto	Éticos
5447669	GH0870	CANDESARTAN KRKA 16 MG COMP X 56 	Candesartan	Comprimido	SIM	Candesartan | A101 | Oral | 16 mg | [21-60] unidades	 	Adulto - Hipertensão: 8 mg, de 24/24h (se não controlada, pode ser aumentada 	16,65	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5447727	GH0871	CANDESARTAN KRKA 32 MG COMP X 56 	Candesartan	Comprimido	SIM	Candesartan | A101 | Oral | 32 mg | [21-60] unidades	 	Adulto - Hipertensão: 8 mg, de 24/24h (se não controlada, pode ser aumentada 	20,86	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5447552	GH0872	CANDESARTAN KRKA 4 MG COMP X 28	Candesartan	Comprimido	SIM	Candesartan | A101 | Oral | 4 mg | [21-60] unidades	 	Adulto - Hipertensão: 8 mg, de 24/24h (se não controlada, pode ser aumentada 	5,00	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5447610	GH0874	CANDESARTAN KRKA 8 MG COMP X 28	Candesartan	Comprimido	SIM	Candesartan | A101 | Oral | 8 mg | [21-60] unidades	 	Adulto - Hipertensão: 8 mg, de 24/24h (se não controlada, pode ser aumentada 	5,81	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5389150	GH0000	NICORETTE INVISIPATCH SIST TRANSD 15 MG/16 H X14	Nicotina	Sistema transdérmico	NÃO	Não atribuido	Johnson & Johnson, Lda	Os pensos devem ser colocados de manhã e removidos ao deitar. 	57,25	Johnson & Johnson, Lda.	NETT
5262712	GH0000	VISANNE COMP 2 MG X 28	Dienogest	Comprimido	NÃO	Não atribuido	 	 	49,63	Bayer Portugal, Lda.	Éticos

1001362	GH0000	MEDI JOELHEIRA ESTAB. ROTULA T L	 	 	NÃO	Não atribuido	Medi Bayreuth	 	30,65	ABBOTT LABORATORIOS, LDA	Éticos

5441613	GH0844	DESLORATADINA AUROVITAS COMP REV 5 MG X 20 	Desloratadina	Comprimido revestido por película	SIM	Desloratadina | A101 | Oral | 5 mg | [1-20] unidades	 	 	3,47	Actavis Group PTC ehf.	Éticos

7377170	GH0000	ABSORVIT SMART EXTRA  CAPS X 30	 	 	NÃO	Não atribuido	Farmodietica	 	0,00	 	NETT

7377150	GH0000	ABSORVIT SMART AMP EXT FT 10 ML X 30	 	 	NÃO	Não atribuido	Farmodietica	 	29,95	Farmodiética	NETT

7383901	GH0000	CENTRUM HOMEM COMP X 30	 	 	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	 	17,95	Haleon	NETT

7383919	GH0000	CENTRUM MULHER COMP X 30	 	 	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	 	18,13	Haleon	NETT

6191114	GH0000	KETODIASTIX TIRA URINA CETO/GLIC X 50	 	N.A.	NÃO	Não atribuido	 	Seguir as instruções de utilização de acordo com o folheto informativo. 	3,84	Ascensia Diabetes Care Portugal, Unipessoal Lda.	NETT
5685789	GH0320	GLIMEPIRIDA TOLIFE COMP 1 MG X 20	Glimepirida	Comprimido	SIM	Glimepirida | A101 | Oral | 1 mg | [1-20] unidades	 	Adultos: dose inicial de 1 mg/dia, dose de manutenção de 1 a 4 mg/dia 	1,61	Towa Pharmaceutical, S.A.	Éticos
1001388	GH0000	CALIBRAGEM AP TENSÃO ARTERIAL	 	 	NÃO	Não atribuido	 	 	15,00	ABBOTT LABORATORIOS, LDA	Éticos

6894725	GH0000	SAUGELLA IDRASERU EMULSAO HIG INTIMA 200 ML	 	 	NÃO	Não atribuido	Meda Pharma - Produtos Farmacêuticos, S. A.	 	9,95	Viatris	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

7374785	GH0000	NAN HA 2 LEITE 800 GR	 	 	NÃO	Não atribuido	Nestlé Portugal, S.A.	 	16,99	Nestlé	NETT

6880658	GH0000	PLANTUR 39 SH CAFEIN CAB PINT 250ML	 	 	NÃO	Não atribuido	 	 	17,55	Biolotus	NETT

6815845	GH0000	DARDIA LIPO PDA 100 ML	 	 	NÃO	Não atribuido	 	 	14,70	BAYER PORTUGAL LDA	NETT

5443544	GH0808	QUETIAPINA TOLIFE 25 MG COMP REV X 20	Quetiapina	Comprimido revestido por película	SIM	Quetiapina | A101 | Oral | 25 mg | [1-20] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	3,92	Towa Pharmaceutical, S.A.	Éticos
5065271	GH0000	QUETIAPINA SANDOZ COMP REV 25 MG X 20	Quetiapina	Comprimido revestido por película	SIM	Não atribuido	 	 	2,68	Sandoz	Éticos

6221127	GH0000	EPITACT EPITHELIU ORTESE CORRECAO HV L	 	 	NÃO	Não atribuido	Crefar Rep., Lda.	 	20,45	Crefar	NETT

6221101	GH0000	EPITACT EPITHELIU ORTESE CORRECAO HV S	 	 	NÃO	Não atribuido	Crefar Rep., Lda.	 	23,25	Crefar	NETT

6221119	GH0000	EPITACT EPITHELIU ORTESE CORRECAO HV M	 	 	NÃO	Não atribuido	Crefar Rep., Lda.	 	21,95	Crefar	NETT

6217018	GH0000	PURANOX SPRAY OR RESSONO 75 ML	 	 	NÃO	Não atribuido	Crefar Rep., Lda.	 	15,75	Crefar	NETT

5421375	GH0000	BISOLTUSSIN PST 10,5 MG X 20	Dextrometorfano	Pastilha mole	NÃO	Não atribuido	Sanofi - Produtos Farmacêuticos, Lda	 	10,85	Opella Healthcare Portugal, Unipessoal Lda	NETT

5450556	GH0854	ESCITALOPRAM CLAMED 20 MG COMP REV X 56	Escitalopram	Comprimido revestido por película	SIM	Escitalopram | A101 | Oral | 20 mg | [21-60] unidades	 	Adulto: Episódio depressivo major - 10-20 mg/dia. Perturbação de pânico 	18,69	Pentafarma - Sociedade Técnico-Medicinal, S.A.	Éticos
5109269	GH0676	LOSARTAN HTZ FARMOZ COMP REV 100+25 MG X 28	Losartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 25 mg | [21-60] unidades	 	Adulto e idoso - 1 comp., de 24/24h. IR - Grave: não utilizar. IH - Grave: 	5,20	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5101613	GH0892	MONTELUCASTE TEVA COMP MAST 5 MG X 28 	Montelucaste	Comprimido para mastigar	SIM	Montelucaste | A106 | Oral | 5 mg | [21-60] unidades	 	 	11,63	Teva Pharma - Produtos Farmacêuticos, Lda.	Éticos

6191312	GH0000	BD MICRO FINE+ PL LANCETA 0,02 MM X 200	 	N.A.	NÃO	Não atribuido	 	Seguir as instruções de utilização de acordo com o folheto informativo. 	11,50	   Factor Plus - Produtos Médicos e Hospitalares, S.A.	NETT
5334420	GH1250	PALEXIA RETARD COMP LP 50 MG X 20	Tapentadol	Comprimido de libertação prolongada	NÃO	Tapentadol | A102 | Oral | 50 mg | [1-20] unidades	 	Adulto: Início da terapêutica em doentes que não estão a tomar analgésicos 	13,15	Grünenthal, S.A.	Éticos
5132816	GH0736	CLOPIDOGREL ZENTIVA COMP REV 75 MG X 28	Clopidogrel	Comprimido revestido por película	NÃO	Clopidogrel | A101 | Oral | 75 mg | [21-60] unidades	 	Adultos e idosos:  Síndrome coronária aguda: 	5,33	Zentiva k.s.	Éticos
5381850	GH0000	METFORMINA LABESFAL COMP REV 500 MG X 60	Metformina	Comprimido revestido por película	SIM	Não atribuido	 	 	2,20	TOWA Pharmaceutical	Éticos

5334438	GH1251	PALEXIA RETARD COMP LP 50 MG X 30	Tapentadol	Comprimido de libertação prolongada	NÃO	Tapentadol | A102 | Oral | 50 mg | [21-60] unidades	 	Adulto: Início da terapêutica em doentes que não estão a tomar analgésicos 	19,47	Grünenthal, S.A.	Éticos
5046578	GH0862	OLANZAPINA TOLIFE COMP OD 10 MG X 28	Olanzapina	Comprimido orodispersível	SIM	Olanzapina | A106 | Oral | 10 mg | [21-60] unidades	 	Adulto - 5-20 mg/dia. Esquizofrenia: dose inicial recomendada de 10 mg/dia. 	23,73	Towa Pharmaceutical, S.A.	Éticos
5166541	GH0000	ESCITALOPRAM GENERIS COMP REV 10 MG X 56	Escitalopram	Comprimido revestido por película	SIM	Não atribuido	 	 	11,50	Generis	Éticos

6883686	GH0000	JORDAN  MINI EASY FLOSSERS 1+36	 	 	NÃO	Não atribuido	 	 	8,20	Atral	NETT

6900340	GH0000	DERCOS TEC QUEDA NEOGENIC 28 MONODOSES	 	 	NÃO	Não atribuido	L´oreal Portugal, Lda	 	86,95	L Oréal Cosmética Activa	NETT

6897504	GH0000	VICHY NEOVADIOL MAGISTRAL CR 50 ML	 	 	NÃO	Não atribuido	L´oreal Portugal, Lda	 	32,50	L Oréal Cosmética Activa	NETT

7383380	GH0000	AREDSAN CAPS X 60	 	 	NÃO	Não atribuido	 	 	29,99	Angelini	NETT

4472080	GH0000	XILONIBSA SPRAY AER OR/NASAL 10 MG/D 50ML	Lidocaína	Solução para pulverização nasal ou bucal	NÃO	Não atribuido	 	A bomba ejeta de cada vez 1 dose de 10 mg de lidocaína. Adulto - 	14,16	Laboratórios Inibsa, S.A.	Éticos
1001396	GH0000	SPORT TAPE MTAPE 3.8 CM X 13.7 M	 	 	NÃO	Não atribuido	 	 	4,70	ABBOTT LABORATORIOS, LDA	Éticos

6896076	GH0000	ENDOCARE FLUIDO TENSOR OLHOS 15ML	 	 	NÃO	Não atribuido	 	 	28,50	Cantabria Labs	NETT

6907261	GH0000	FILORGA  HYDRA FILLER 50 ML	 	 	NÃO	Não atribuido	 	 	54,95	Filorga	NETT

5431374	GH0000	CARENA 270 MG/G + 200 MG/G POMADA BISNAGA 150 G	Óxido de zinco + Óleo de fígado de bacalhau	Pomada	NÃO	Não atribuido	Sanofi - Produtos Farmacêuticos, Lda	 	8,95	Sanofi CH	Éticos

6595462	GH0000	ENDOCARE CONTORNO OLHOS LAB 15 ML	 	 	NÃO	Não atribuido	 	 	26,40	Cantabria Labs	NETT

5325725	GH0851	ACIDO IBANDRONICO SANDOZ COMP 150 MG X 1	Ácido ibandrónico	Comprimido revestido por película	SIM	Ácido ibandrónico | A101 | Oral | 150 mg | [1] unidade	 	 	13,85	Sandoz Farmacêutica, Lda.	Éticos

5461363	GH0844	DESLORATADINA SANDOZ COMP 5 MG REV X 20 	Desloratadina	Comprimido revestido por película	SIM	Desloratadina | A101 | Oral | 5 mg | [1-20] unidades	 	Adultos e adolescentes com idade = 12 anos (a experiência em adolescentes 12 - 	2,59	Sandoz Farmacêutica, Lda.	Éticos
5435722	GH0000	GALANTAMINA RATIOPHARM 16 MG LP  CAPSULAS x 28 	Galantamina	Cápsula de libertação prolongada	SIM	Não atribuido	 	 	32,86	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos

6885301	GH0000	VICHY NORMADERM LOCAO PURIFIC 200 ML	 	 	NÃO	Não atribuido	L´oreal Portugal, Lda	 	12,95	L Oréal Cosmética Activa	NETT

6856450	GH0000	ATODERM BIODERMA PP BALS EMOLIENTE 500ML	 	 	NÃO	Não atribuido	 	 	28,95	NAOS	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

5398813	GH0836	PIOGLITAZONA FARMOZ  COMP 30 MG X 28	Pioglitazona	Comprimido	SIM	Pioglitazona | A101 | Oral | 30 mg | [21-60] unidades	 	Adulto - Iniciar tratamento com 15 mg ou 30 mg uma vez por dia e, se necessário, 	19,31	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5171970	GH0621	PANTOPRAZOL GREEN AVET COMP GR 40 MG X 56	Pantoprazol	Comprimido gastrorresistente	SIM	Pantoprazol | A103 | Oral | 40 mg | [21-60] unidades	 	 	5,18	Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.	Éticos

5427067	GH0000	ATORVASTATINA CICLUM COMP REV 40 MG X 28	Atorvastatina	Comprimido revestido por película	SIM	Não atribuido	 	 	4,50	Stada	Éticos

5164116	GH0000	METEX 50 MG/ML SOL INJ SER PRÉ-CHEIA X 0.2 ML	Metotrexato	Solução injetável	NÃO	Não atribuido	 	Adultos: Artrite reumatóide:  	16,34	Medac Gesellschaft fur klinische Spezialpraparate mbH	Éticos
5450424	GH1128	BUPRENORFINA AUROVITAS 35 µG/H SIST TRANSD SAQ - 10 	Buprenorfina	Sistema transdérmico	NÃO	Buprenorfina | A204 | Transdérmica | 35 µg/h | [6-10] unidades	 	Na escolha da dosagem inicial do sistema transdérmico, devem ser tomados em 	26,74	Generis Farmacêutica, S.A.	Éticos
5392865	GH0853	ESCITALOPRAM SANDOZ COMP REV 10 MG X 56 	Escitalopram	Comprimido revestido por película	SIM	Escitalopram | A101 | Oral | 10 mg | [21-60] unidades	 	Adulto: Episódio depressivo major - 10-20 mg/dia. Perturbação de pânico 	9,50	Sandoz Farmacêutica, Lda.	Éticos
